ID,File_name,Report_ID,Site,Prefecture,remains,type,rim_diameter,hight,Reference,Target,Traces_of_processing,Phase,inside,outside
2103,TYa2248,2248,石名田木舟遺跡,Toyama,B2-SD1278,TK,8.9,1.95,（財）富山県文化振興財団2002,TRUE,指ナデ+D字ナデ,IS_B2_2-3期,体部：D字ナデ、見込：指ナデ、口縁：横ナデ,口縁：横ナデ
2104,TYa2249,2249,石名田木舟遺跡,Toyama,B2-SD1278,TK,8.9,1.9,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_2-3期,不明,NA
2105,TYa2251,2251,石名田木舟遺跡,Toyama,B2-SD1278,TK,20.9,3,（財）富山県文化振興財団2002,TRUE,一方向・指ナデ+D字ナデ,IS_B2_2-3期,見込：一方向ナデ・指ナデ→体部：D字ナデ→口縁：横ナデ,口縁：横ナデ
2106,TYa2286,2286,石名田木舟遺跡,Toyama,B2-SD1953,TI,8.6,2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_2-3期,見込：指ナデ、体部：横ナデ（不明）、口縁：横ナデ,口縁：横ナデ
2107,TYa2287,2287,石名田木舟遺跡,Toyama,B2-SD1953,TK,9,2.2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_2-3期,見込：一方向ナデ・指ナデ→体部：横ナデ（不明）→口縁：横ナデ,口縁：横ナデ
2108,TYa2288,2288,石名田木舟遺跡,Toyama,B2-SD1953,TK,9.9,2.3,（財）富山県文化振興財団2002,TRUE,一方向+D字ナデ,IS_B2_2-3期,見込：一方向ナデ→体部：D字ナデ→口縁：横ナデ,口縁：横ナデ
2109,TYa2289,2289,石名田木舟遺跡,Toyama,B2-SD1953,TK,10.6,2.3,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_2-3期,不明,NA
2110,TYa2356,2356,石名田木舟遺跡,Toyama,C-SD3535,TK,8,2.1,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_C_2期,不明,NA
2111,TYa2357,2357,石名田木舟遺跡,Toyama,C-SD3535,TK,9,2.2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_C_2期,体部：D字ナデ、見込：不明、口縁：横ナデ,口縁：横ナデ
2112,TYa2358,2358,石名田木舟遺跡,Toyama,C-SD3535,TK,9.4,2.3,（財）富山県文化振興財団2002,TRUE,一方向・指ナデ+D字ナデ,IS_C_2期,見込：一方向ナデ・指ナデ→体部：D字ナデ→口縁：横ナデ,口縁：横ナデ
2113,TYa2362,2362,石名田木舟遺跡,Toyama,C-SD3691,TK,9.2,2.4,（財）富山県文化振興財団2002,TRUE,指ナデ+D字ナデ,IS_C_2期,体部：D字ナデ（ナデ抜ける）→見込：指ナデ、口縁：横ナデ,口縁：横ナデ
2114,TYa2363,2363,石名田木舟遺跡,Toyama,C-SD3691,TK,10.4,2.2,（財）富山県文化振興財団2002,TRUE,一方向・指ナデ+D字ナデ,IS_C_2期,見込：一方向ナデ・指ナデ→体部：D字ナデ→口縁：横ナデ,口縁：横ナデ
2115,TYa2364,2364,石名田木舟遺跡,Toyama,C-SD3691,TI,9,2.1,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_C_2期,体部：の字ナデ→見込：指ナデ、口縁：横ナデ,口縁：横ナデ
2116,TYa2365,2365,石名田木舟遺跡,Toyama,C-SD3691,TI,9.2,1.9,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_C_2期,体部：の字ナデ→見込：指ナデ、口縁：横ナデ,口縁：横ナデ
2117,TYa2366,2366,石名田木舟遺跡,Toyama,C-SD3691,TK,9.6,2.3,（財）富山県文化振興財団2002,TRUE,指ナデ+D字ナデ,IS_C_2期,体部：D字ナデ、見込：指ナデ、口縁：横ナデ,口縁：横ナデ
2118,TYa2380,2380,石名田木舟遺跡,Toyama,B2-SD1985,TK,8.9,2.3,（財）富山県文化振興財団2002,TRUE,一方向・指ナデ+D字ナデ,IS_B2_2-3期,見込：一方向ナデ・指ナデ→体部：D字ナデ→口縁：横ナデ,口縁：横ナデ
2119,TYa2515,2515,石名田木舟遺跡,Toyama,B2-SK1843,TK,8.5,2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_2-3期,見込：一方向ナデ・指ナデ、体部：横ナデ（不明）、口縁：横ナデ,口縁：横ナデ
2120,TYa2676,2676,石名田木舟遺跡,Toyama,B2-SK1441,TK,8.7,2.1,（財）富山県文化振興財団2002,TRUE,一方向・指ナデ+D字ナデ,IS_B2_2-3期,見込：一方向ナデ・指ナデ、体部：D字ナデ、口縁：横ナデ,口縁：横ナデ
2121,TYa2677,2677,石名田木舟遺跡,Toyama,B2-SK1441,TK,9.2,2.2,（財）富山県文化振興財団2002,TRUE,一方向・指ナデ+D字ナデ,IS_B2_2-3期,見込：一方向ナデ・指ナデ、体部：D字ナデ、口縁：横ナデ,口縁：横ナデ
2122,TYa2678,2678,石名田木舟遺跡,Toyama,B2-SK1441,TK,12.2,2.2,（財）富山県文化振興財団2002,TRUE,一方向+D字ナデ,IS_B2_2-3期,見込：一方向ナデ、体部：D字ナデ、口縁：横ナデ,口縁：横ナデ
2123,TYa2684,2684,石名田木舟遺跡,Toyama,B2-SK1477,TK,13.4,2.1,（財）富山県文化振興財団2002,TRUE,一方向・指ナデ+D字ナデ,IS_B2_2-3期,見込：一方向ナデ・指ナデ、体部：D字ナデ、口縁：横ナデ,口縁：横ナデ
2124,TYa2700,2700,石名田木舟遺跡,Toyama,B2-SK1700,TK,8.6,2.1,（財）富山県文化振興財団2002,TRUE,指ナデ+D字ナデ,IS_B2_2-3期,体部：D字ナデ→見込：指ナデ、口縁：横ナデ,口縁：横ナデ
2125,TYa2703,2703,石名田木舟遺跡,Toyama,B2-SK1723,TI,14.9,2.5,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,見込：一方向ナデ→体部：横ナデ→口縁：横ナデ,口縁：横ナデ
2126,TYa2719,2719,石名田木舟遺跡,Toyama,B2-SK2037,TK,9.1,2.2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_2-3期,見込：一方向ナデ・指ナデ、体部：横ナデ（不明）、口縁：横ナデ,口縁：横ナデ
2127,TYa2737,2737,石名田木舟遺跡,Toyama,B2-SK2098,TK,12.9,2.2,（財）富山県文化振興財団2002,TRUE,一方向・指ナデ+D字ナデ,IS_B2_2-3期,見込：一方向ナデ→体部：D字ナデ→口縁：横ナデ、見込：指ナデ,口縁：横ナデ
2128,TYa2741,2741,石名田木舟遺跡,Toyama,B2-SK2238,TK,10,2.3,（財）富山県文化振興財団2002,TRUE,一方向・指ナデ+D字ナデ,IS_B2_2-3期,見込：一方向ナデ・指ナデ、体部：D字ナデ、口縁：横ナデ,口縁：横ナデ
2129,TYa2762,2762,石名田木舟遺跡,Toyama,B2-SK3705,TK,8.8,2,（財）富山県文化振興財団2002,TRUE,一方向・指ナデ+D字ナデ,NA,見込：一方向ナデ・指ナデ、体部：D字ナデ、口縁：横ナデ,口縁：横ナデ
2130,TYa2763,2763,石名田木舟遺跡,Toyama,B2-SK3706,TK,9,1.5,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,体部：横ナデ（不明）→見込：指ナデ、口縁：横ナデ,口縁：横ナデ
2131,TYa2866,2866,石名田木舟遺跡,Toyama,B2-包含層,TK,7.9,1.9,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2132,TYa2867,2867,石名田木舟遺跡,Toyama,B2-包含層,TK,8.7,1.8,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2133,TYa2868,2868,石名田木舟遺跡,Toyama,B2-包含層,TK,9.1,2.3,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2134,TYa2869,2869,石名田木舟遺跡,Toyama,B2-包含層,TK,8.9,2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2135,TYa2870,2870,石名田木舟遺跡,Toyama,B2-包含層,TK,8.9,2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2136,TYa2872,2872,石名田木舟遺跡,Toyama,B2-包含層,TK,8.9,2.2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2137,TYa2874,2874,石名田木舟遺跡,Toyama,B2-包含層,TK,9,2.3,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2138,TYa2875,2875,石名田木舟遺跡,Toyama,B2-包含層,TK,9,2.3,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2139,TYa2876,2876,石名田木舟遺跡,Toyama,B2-包含層,TK,9,2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2140,TYa2878,2878,石名田木舟遺跡,Toyama,B2-包含層,TK,9.1,2.2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2141,TYa2881,2881,石名田木舟遺跡,Toyama,B2-包含層,TK,9.5,2.2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2142,TYa2882,2882,石名田木舟遺跡,Toyama,B2-包含層,TK,9.4,2.7,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2143,TYa2883,2883,石名田木舟遺跡,Toyama,B2-包含層,TK,9.4,1.8,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2144,TYa2885,2885,石名田木舟遺跡,Toyama,B2-包含層,TK,9.8,2.3,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2145,TYa2886,2886,石名田木舟遺跡,Toyama,B2-包含層,TK,9.9,2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2146,TYa2887,2887,石名田木舟遺跡,Toyama,B2-包含層,TK,9.9,1.7,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2147,TYa2890,2890,石名田木舟遺跡,Toyama,B2-包含層,TK,9.8,2.4,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2148,TYa2894,2894,石名田木舟遺跡,Toyama,B2-包含層,TK,9.8,2.1,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2149,TYa2896,2896,石名田木舟遺跡,Toyama,B2-包含層,TK,10.4,2.5,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2150,TYa2897,2897,石名田木舟遺跡,Toyama,B2-包含層,TK,10.3,2.5,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2151,TYa2898,2898,石名田木舟遺跡,Toyama,B2-包含層,TK,10.3,2.4,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2152,TYa2901,2901,石名田木舟遺跡,Toyama,B2-包含層,TK,11,2.2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2153,TYa2903,2903,石名田木舟遺跡,Toyama,B2-包含層,TK,11.6,2.3,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2154,TYa2906,2906,石名田木舟遺跡,Toyama,B2-包含層,TK,11.8,2.4,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_B2_4期,未確認,NA
2155,TYa2908,2908,石名田木舟遺跡,Toyama,B2-包含層,TK,11.9,1.8,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2156,TYa2910,2910,石名田木舟遺跡,Toyama,B2-包含層,TK,12.4,2.2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2157,TYa2913,2913,石名田木舟遺跡,Toyama,B2-包含層,TK,13,2.5,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,NA,未確認,NA
2158,TYa4764,4764,石名田木舟遺跡,Toyama,F3-SD7030,RF,7.9,2,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_F-H_3期1,NA,NA
2159,TYa4766,4766,石名田木舟遺跡,Toyama,F3-SD7030,RH,14.2,2.8,（財）富山県文化振興財団2002,TRUE,不明・不明瞭,IS_F-H_3期1,NA,NA
2160,TYc070,70,仏生寺城跡,Toyama,2000-SD06,TJ,7.2,1.5,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2161,TYc071,71,仏生寺城跡,Toyama,2000-SD06,TJ,7.3,1.5,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2162,TYc072,72,仏生寺城跡,Toyama,2000-SD06,TJ,7.6,1.5,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2163,TYc074,74,仏生寺城跡,Toyama,2000-SD06,TJ,8.3,1.7,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2164,TYc075,75,仏生寺城跡,Toyama,2000-SD06,TJ,8.2,1.4,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2165,TYc078,78,仏生寺城跡,Toyama,2000-SD06,TJ,8.6,1.6,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2166,TYc079,79,仏生寺城跡,Toyama,2000-SD06,TJ,9,1.8,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2167,TYc083,83,仏生寺城跡,Toyama,2000-SD06,TJ,9.6,1.8,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2168,TYc084,84,仏生寺城跡,Toyama,2000-SD06,TJ,9.4,1.8,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2169,TYc085,85,仏生寺城跡,Toyama,2000-SD06,TJ,9.8,2.1,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2170,TYc086,86,仏生寺城跡,Toyama,2000-SD06,TJ,9.2,1.9,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2171,TYc087,87,仏生寺城跡,Toyama,2000-SD06,TJ,9,1.9,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2172,TYc088,88,仏生寺城跡,Toyama,2000-SD06,TJ,11.6,2.3,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2173,TYc092,92,仏生寺城跡,Toyama,2000-SD06,TJ,14,2.7,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2174,TYc095,95,仏生寺城跡,Toyama,2000-SD06,TJ,14.1,2.8,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2175,TYc096,96,仏生寺城跡,Toyama,2000-SD06,TJ,13.1,2.6,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2176,TYc097,97,仏生寺城跡,Toyama,2000-SD06,TI,13.1,2.3,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2177,TYc098,98,仏生寺城跡,Toyama,2000-SD06,TJ,12,2.3,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2178,TYc101,101,仏生寺城跡,Toyama,2000-SD06,TJ,14.8,2.9,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2179,TYc102,102,仏生寺城跡,Toyama,2000-SD06,TJ,16.9,3.2,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2180,TYc107,107,仏生寺城跡,Toyama,2000-SD06,TJ,17,3.3,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2181,TYc109,109,仏生寺城跡,Toyama,2000-SD06,TJ,8,1.6,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2182,TYc110,110,仏生寺城跡,Toyama,2000-SD06,TJ,8.5,1.7,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2183,TYc111,111,仏生寺城跡,Toyama,2000-SD06,TJ,7.8,1.5,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2184,TYc112,112,仏生寺城跡,Toyama,2000-SD06,TJ,8.4,1.8,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2185,TYc113,113,仏生寺城跡,Toyama,2000-SD06,TJ,9.8,1.5,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2186,TYc116,116,仏生寺城跡,Toyama,2000-SD06,TJ,17,2.9,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2187,TYc118,118,仏生寺城跡,Toyama,2000-SD06,TI,7.6,1.7,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2188,TYc120,120,仏生寺城跡,Toyama,2000-SD06,TI,8,2,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2189,TYc121,121,仏生寺城跡,Toyama,2000-SD06,TI,8,1.7,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2190,TYc123,123,仏生寺城跡,Toyama,2000-SD06,TI,8.3,1.8,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2191,TYc124,124,仏生寺城跡,Toyama,2000-SD06,TI,8.6,1.7,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2192,TYc125,125,仏生寺城跡,Toyama,2000-SD06,TI,9,2,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2193,TYc126,126,仏生寺城跡,Toyama,2000-SD06,TI,9.8,2.2,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2194,TYc128,128,仏生寺城跡,Toyama,2000-SD06,TI,10.5,2.4,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2195,TYc165,165,仏生寺城跡,Toyama,2000-SD17,TJ,8,1.5,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2196,TYc167,167,仏生寺城跡,Toyama,2000-SD17,TJ,9.6,2,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2197,TYc168,168,仏生寺城跡,Toyama,2000-SD17,TJ,10.6,2.2,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2198,TYc172,172,仏生寺城跡,Toyama,2000-SD17,TJ,17.7,3.6,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2199,TYc178,178,仏生寺城跡,Toyama,2000-SD17,TI,9.3,1.9,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2200,TYc179,179,仏生寺城跡,Toyama,2000-SD17,TI,9.6,1.8,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2201,TYc182,182,仏生寺城跡,Toyama,2000-SD17,TI,9,2,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2202,TYc184,184,仏生寺城跡,Toyama,2000-SD17,TI,9.6,2.1,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2203,TYc185,185,仏生寺城跡,Toyama,2000-SD17,TI,9,1.7,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2204,TYc187,187,仏生寺城跡,Toyama,2000-SD17,TI,9.3,2,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2205,TYc188,188,仏生寺城跡,Toyama,2000-SD17,TI,9,2,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2206,TYc197,197,仏生寺城跡,Toyama,2000-SD17,RF,9,1.8,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2207,TYd001,1,仏生寺城跡,Toyama,2005-1T中央土坑,TI,8.5,1.57,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2208,TYd002,2,仏生寺城跡,Toyama,2005-1T中央土坑,TI,8.4,1.6,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2209,TYd003,3,仏生寺城跡,Toyama,2005-1T中央土坑,TI,8.2,1.68,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2210,TYd006,6,仏生寺城跡,Toyama,2005-1T中央土坑,RF,8.2,1.4,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2211,TYd007,7,仏生寺城跡,Toyama,2005-1T中央土坑,RF,8.2,1.7,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2212,TYd008,8,仏生寺城跡,Toyama,2005-1T中央土坑,RF,9.3,1.85,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2213,TYd009,9,仏生寺城跡,Toyama,2005-1T中央土坑,RF,9.8,1.7,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2214,TYd010,10,仏生寺城跡,Toyama,2005-1T中央土坑,RF,9.7,1.7,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2215,TYd011,11,仏生寺城跡,Toyama,2005-1T中央土坑,RF,9.6,1.8,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2216,TYd012,12,仏生寺城跡,Toyama,2005-1T中央土坑,RF,11.8,2.1,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2217,TYd013,13,仏生寺城跡,Toyama,2005-1T中央土坑,TJ,8.4,1.75,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2218,TYd015,15,仏生寺城跡,Toyama,2005-1T中央土坑,RH,15.9,2.6,NA,TRUE,不明・不明瞭,BS_L15C,NA,NA
2219,TYe032,32,新庄城跡,Toyama,1SK293,TJ,7.9,1.4,NA,TRUE,不明・不明瞭,NA,NA,NA
2220,TYe049,49,新庄城跡,Toyama,1SK256,TI,9.2,1.7,NA,TRUE,不明・不明瞭,NA,NA,NA
2221,TYe050,50,新庄城跡,Toyama,1SK256,TI,8.5,1.9,NA,TRUE,不明・不明瞭,NA,NA,NA
2222,TYe051,51,新庄城跡,Toyama,1SD04,TJ,10.6,2,NA,TRUE,不明・不明瞭,SJ_2期,NA,NA
2223,TYe059,59,新庄城跡,Toyama,1SK117,RH,13.5,2.2,NA,TRUE,不明・不明瞭,NA,NA,NA
2224,TYe060,60,新庄城跡,Toyama,2層,RH,16.5,3,NA,TRUE,不明・不明瞭,NA,NA,NA
2225,TYe061,61,新庄城跡,Toyama,1SD04,RH,14.9,2.7,NA,TRUE,不明・不明瞭,SJ_2期,NA,NA
2226,TYe063,63,新庄城跡,Toyama,1SK28,RH,15.7,2.6,NA,TRUE,不明・不明瞭,NA,NA,NA
2227,TYe064,64,新庄城跡,Toyama,1SD04,TJ-b,15.1,2.1,NA,TRUE,不明・不明瞭,SJ_2期,NA,NA
2228,TYe067,67,新庄城跡,Toyama,1SA01,TI,15.3,2.4,NA,TRUE,不明・不明瞭,SJ_1期,NA,NA
2229,TYe068,68,新庄城跡,Toyama,1SD05,TJ-b,12.5,2.3,NA,TRUE,不明・不明瞭,SJ_1期,NA,NA
2230,TYe070,70,新庄城跡,Toyama,1SD05,TJ,15.7,2.7,NA,TRUE,不明・不明瞭,SJ_1期,NA,NA
2231,TYe071,71,新庄城跡,Toyama,1SD04,TJ-b,13.9,2.8,NA,TRUE,不明・不明瞭,SJ_2期,NA,NA
2232,TYe072,72,新庄城跡,Toyama,1SD04,TJ-b,15.1,3.1,NA,TRUE,不明・不明瞭,SJ_2期,NA,NA
2233,TYe073,73,新庄城跡,Toyama,1SD04,TJ,16.1,3,NA,TRUE,不明・不明瞭,SJ_2期,NA,NA
2234,TYe074,74,新庄城跡,Toyama,1SA01,TJ-b,13.1,2.3,NA,TRUE,不明・不明瞭,SJ_1期,NA,NA
2235,TYe075,75,新庄城跡,Toyama,1SD05,NA,14.2,2.2,NA,TRUE,不明・不明瞭,SJ_1期,NA,NA
2236,TYe076,76,新庄城跡,Toyama,1SD04,TJ-b,14.9,2.5,NA,TRUE,不明・不明瞭,SJ_2期,NA,NA
2237,TYe077,77,新庄城跡,Toyama,1SE101,TJ,12.5,2.1,NA,TRUE,不明・不明瞭,NA,NA,NA
2238,TYe078,78,新庄城跡,Toyama,1SA01,TJ,13.9,2.3,NA,TRUE,不明・不明瞭,SJ_1期,NA,NA
2239,TYe083,83,新庄城跡,Toyama,1SD05,NA,14.5,3.5,NA,TRUE,不明・不明瞭,SJ_1期,NA,NA
2240,TYe086,86,新庄城跡,Toyama,1SD05,TJ-b,12.9,2.7,NA,TRUE,不明・不明瞭,SJ_1期,NA,NA
2241,TYe089,89,新庄城跡,Toyama,1SD200/2SD02,TJ-b,14.7,2.6,NA,TRUE,不明・不明瞭,SJ_4期,NA,NA
2242,TYe142,142,新庄城跡,Toyama,1SD200/2SD02,TI,8.2,1.8,NA,TRUE,不明・不明瞭,SJ_4期,NA,NA
